Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
ELEC04274,Vikram Krishnan,Home Appliances,Geysers,Patna,20-05-2021,East,10235.01,0.2,-250.67,Bihar
ELEC02834,Mahesh Kumar,Home Appliances,Microwaves,Indore,21-05-2021,Central,16368.27,0.2,-970.74,Madhya Pradesh
ELEC01146,Ishaan Reddy,Mobiles & Tablets,Feature Phones,Kolkata,21-05-2021,East,21824.2,0.35,-825.02,West Bengal
ELEC01511,Suresh Iyer,Televisions,Smart TVs,Ahmedabad,21-05-2021,West,192791.45,0.2,-5716.02,Gujarat
ELEC02652,Tanvi Gupta,Laptops & Computers,Storage Devices,Lucknow,22-05-2021,North,115531.33,0.3,-11951.14,Uttar Pradesh
ELEC03030,Aarav Nair,Gaming,Gaming Laptops,Lucknow,22-05-2021,North,54747.74,0.2,4157.1,Uttar Pradesh
ELEC00900,Ishan Joshi,Wearables & Fitness,Smart Glasses,Ahmedabad,22-05-2021,West,38195.53,0.3,-372.26,Gujarat
ELEC04105,Rajan Joshi,Mobiles & Tablets,Feature Phones,Amritsar,23-05-2021,North,55683.36,0.35,-4510.73,Punjab
ELEC01888,Ishan Rajan,Audio & Headphones,Soundbars,Guwahati,23-05-2021,East,23172.77,0.2,2757.57,Assam
ELEC03045,Aditya Pillai,Cameras & Photography,Action Cameras,Patna,24-05-2021,East,169782.58,0.05,19751.18,Bihar
ELEC01758,Mahesh Mehta,Laptops & Computers,Storage Devices,Guwahati,24-05-2021,East,13260.9,0.3,-271.09,Assam
ELEC01253,Anjali Shah,Audio & Headphones,Bluetooth Speakers,Kolkata,24-05-2021,East,44525.3,0.2,5996.51,West Bengal
ELEC04718,Sakshi Malhotra,Wearables & Fitness,Smart Glasses,Nashik,24-05-2021,West,8251.31,0.35,-794.96,Maharashtra
ELEC02341,Rohit Kumar,Televisions,OLED TVs,Ahmedabad,24-05-2021,West,85716.27,0.3,-2800.09,Gujarat
ELEC03589,Om Pillai,Cameras & Photography,Tripods,Raipur,25-05-2021,Central,188626.49,0.05,24647.75,Chhattisgarh
ELEC03570,Kiran Nair,Cameras & Photography,DSLR Cameras,Bengaluru,25-05-2021,South,76713.35,0.25,3061.6,Karnataka
ELEC01702,Farhan Gupta,Televisions,Smart TVs,Surat,26-05-2021,West,131315.81,0.3,-13935.76,Gujarat
ELEC02616,Naina Reddy,Audio & Headphones,Headphones,Ahmedabad,26-05-2021,West,5708.83,0.35,337.22,Gujarat
ELEC04497,Gaurav Verma,Gaming,Gaming Peripherals,Bengaluru,26-05-2021,South,39496.93,0.05,6654.18,Karnataka
ELEC04806,Neha Shah,Mobiles & Tablets,Smartphones,Chandigarh,26-05-2021,North,21840.17,0.2,792.16,Punjab
ELEC03565,Aryan Yadav,Audio & Headphones,Home Theatre,Vadodara,27-05-2021,West,17861.65,0.15,1740.65,Gujarat
ELEC01350,Shruti Mehta,Networking,Network Adapters,Chandigarh,27-05-2021,North,7762.67,0.35,-433.7,Punjab
ELEC01225,Poonam Chauhan,Audio & Headphones,Soundbars,Coimbatore,27-05-2021,South,5000.14,0.35,-643.11,Tamil Nadu
ELEC03645,Kavya Chauhan,Mobiles & Tablets,Smartphones,Nagpur,27-05-2021,West,64641.04,0.4,-7168.51,Maharashtra
ELEC00197,Gaurav Rajan,Networking,Modems,Coimbatore,27-05-2021,South,20547.53,0.15,2593.39,Tamil Nadu
ELEC02088,Aryan Menon,Gaming,Gaming Laptops,Gurgaon,27-05-2021,North,7921.22,0.15,537.72,Haryana
ELEC03520,Aditya Krishnan,Wearables & Fitness,Wireless Earbuds,Ahmedabad,27-05-2021,West,8531.94,0.3,-235.6,Gujarat
ELEC01792,Rohit Rajan,Televisions,LED TVs,Guwahati,28-05-2021,East,17633.17,0.0,2712.52,Assam
ELEC02023,Quamar Kumar,Home Appliances,Air Conditioners,Indore,28-05-2021,Central,54406.82,0.1,-491.46,Madhya Pradesh
ELEC04760,Geeta Patel,Cameras & Photography,Mirrorless Cameras,Nagpur,28-05-2021,West,73929.76,0.25,3783.77,Maharashtra
ELEC03142,Lalita Sinha,Networking,Routers,Guwahati,28-05-2021,East,2757.1,0.3,-275.2,Assam
ELEC04813,Manish Banerjee,Laptops & Computers,Laptops,Visakhapatnam,29-05-2021,South,6930.49,0.2,382.04,Andhra Pradesh
ELEC04100,Dhruv Mehta,Gaming,Gaming Peripherals,Patna,29-05-2021,East,57047.61,0.05,10728.34,Bihar
ELEC04654,Chirag Iyer,Televisions,OLED TVs,Visakhapatnam,30-05-2021,South,96718.44,0.35,-15500.29,Andhra Pradesh
ELEC02173,Om Gupta,Audio & Headphones,Headphones,Ahmedabad,30-05-2021,West,36368.69,0.25,1611.18,Gujarat
ELEC03116,Rohit Joshi,Laptops & Computers,Laptops,Kochi,30-05-2021,South,51745.3,0.2,742.95,Kerala
ELEC01916,Aryan Malhotra,Gaming,Gaming Consoles,Chandigarh,31-05-2021,North,22630.71,0.35,-646.15,Punjab
ELEC02021,Uday Menon,Wearables & Fitness,Fitness Bands,Vadodara,31-05-2021,West,19633.97,0.0,2086.62,Gujarat
ELEC01754,Priya Yadav,Audio & Headphones,Earphones,Raipur,31-05-2021,Central,38964.72,0.05,9388.43,Chhattisgarh
ELEC02482,Ishaan Verma,Cameras & Photography,Tripods,Delhi,31-05-2021,North,22780.82,0.15,-190.37,Delhi
ELEC01986,Neha Kapoor,Audio & Headphones,Bluetooth Speakers,Ranchi,01-06-2021,East,21565.92,0.1,501.96,Jharkhand
ELEC04042,Uday Mehta,Home Appliances,Refrigerators,Nagpur,01-06-2021,West,18433.66,0.0,1418.23,Maharashtra
ELEC00208,Sanvi Mishra,Networking,Routers,Coimbatore,03-06-2021,South,6542.98,0.35,-802.16,Tamil Nadu
ELEC03852,Rajan Sinha,Home Appliances,Refrigerators,Ranchi,04-06-2021,East,28657.03,0.15,1570.39,Jharkhand
ELEC03543,Tejas Krishnan,Audio & Headphones,Bluetooth Speakers,Indore,04-06-2021,Central,31911.78,0.05,5612.33,Madhya Pradesh
ELEC02031,Ishan Yadav,Cameras & Photography,Action Cameras,Chennai,04-06-2021,South,178465.37,0.0,34029.38,Tamil Nadu
ELEC04696,Aditya Rajan,Cameras & Photography,Camera Lenses,Nashik,04-06-2021,West,5328.07,0.05,278.95,Maharashtra
ELEC00054,Chirag Mehta,Home Appliances,Air Conditioners,Ranchi,05-06-2021,East,33562.24,0.4,-5872.25,Jharkhand
ELEC04950,Shruti Malhotra,Wearables & Fitness,Smart Glasses,Raipur,05-06-2021,Central,41121.19,0.15,6879.89,Chhattisgarh
ELEC02375,Jaya Das,Home Appliances,Microwaves,Coimbatore,05-06-2021,South,27852.42,0.2,-1778.95,Tamil Nadu
ELEC04848,Pooja Sinha,Networking,Modems,Patna,05-06-2021,East,21235.36,0.1,1406.05,Bihar
ELEC03130,Sanvi Mishra,Audio & Headphones,Bluetooth Speakers,Coimbatore,06-06-2021,South,30819.23,0.25,-1717.92,Tamil Nadu
ELEC01971,Aryan Bose,Audio & Headphones,Earphones,Patna,06-06-2021,East,22225.19,0.4,-3333.49,Bihar
ELEC02956,Sanvi Yadav,Home Appliances,Air Conditioners,Gurgaon,07-06-2021,North,60391.02,0.15,1517.49,Haryana
ELEC01914,Sakshi Sharma,Gaming,Gaming Consoles,Thiruvananthapuram,07-06-2021,South,61441.13,0.0,8601.71,Kerala
ELEC04167,Vikram Patel,Cameras & Photography,Action Cameras,Noida,08-06-2021,North,83368.66,0.3,-9633.2,Uttar Pradesh
ELEC03225,Riya Patel,Audio & Headphones,Earphones,Jaipur,08-06-2021,North,15860.81,0.35,-1945.59,Rajasthan
ELEC00431,Arjun Mishra,Home Appliances,Air Conditioners,Bhubaneswar,09-06-2021,East,3812.86,0.15,-28.82,Odisha
ELEC00259,Suresh Shah,Audio & Headphones,Bluetooth Speakers,Guwahati,09-06-2021,East,2669.89,0.05,318.44,Assam
ELEC03114,Neha Yadav,Wearables & Fitness,Wireless Earbuds,Surat,10-06-2021,West,15314.07,0.1,1016.21,Gujarat
ELEC00268,Tanvi Shah,Cameras & Photography,Mirrorless Cameras,Chennai,10-06-2021,South,121537.16,0.25,-7778.49,Tamil Nadu
ELEC02037,Rahul Chauhan,Gaming,Gaming Consoles,Noida,10-06-2021,North,7880.82,0.2,-259.72,Uttar Pradesh
ELEC03265,Poonam Mehta,Mobiles & Tablets,Feature Phones,Nagpur,12-06-2021,West,35303.36,0.05,5071.97,Maharashtra
ELEC04097,Rohit Bose,Gaming,Games & Software,Visakhapatnam,12-06-2021,South,63542.24,0.25,-2737.97,Andhra Pradesh
ELEC01634,Suresh Tiwari,Cameras & Photography,Action Cameras,Noida,12-06-2021,North,39075.06,0.35,-3793.96,Uttar Pradesh
ELEC00387,Shalini Rao,Audio & Headphones,Soundbars,Mumbai,14-06-2021,West,34317.01,0.4,-1940.81,Maharashtra
ELEC04016,Radhika Rao,Home Appliances,Geysers,Chennai,14-06-2021,South,9057.53,0.3,-1140.99,Tamil Nadu
ELEC03091,Shruti Nair,Gaming,Gaming Laptops,Visakhapatnam,14-06-2021,South,63869.14,0.1,2149.41,Andhra Pradesh
ELEC02865,Rohit Mishra,Audio & Headphones,Headphones,Ahmedabad,15-06-2021,West,23177.98,0.35,-664.33,Gujarat
ELEC02832,Shruti Banerjee,Laptops & Computers,Storage Devices,Ranchi,15-06-2021,East,67824.79,0.3,-3355.56,Jharkhand
ELEC02852,Uday Kapoor,Mobiles & Tablets,Mobile Accessories,Mysuru,15-06-2021,South,51441.87,0.3,-3230.14,Karnataka
ELEC04918,Bhavna Kumar,Televisions,Smart TVs,Thiruvananthapuram,16-06-2021,South,58190.51,0.35,-4216.95,Kerala
ELEC00075,Kiran Verma,Mobiles & Tablets,Smartphones,Mysuru,16-06-2021,South,70381.54,0.1,7133.82,Karnataka
ELEC00949,Ananya Malhotra,Gaming,Gaming Consoles,Kochi,16-06-2021,South,17813.06,0.0,1723.91,Kerala
ELEC00933,Naina Singh,Audio & Headphones,Home Theatre,Guwahati,17-06-2021,East,30929.37,0.25,627.8,Assam
ELEC00473,Rohit Mishra,Laptops & Computers,Desktops,Kolkata,17-06-2021,East,55286.99,0.2,-383.09,West Bengal
ELEC04572,Dhruv Malhotra,Laptops & Computers,Laptops,Patna,17-06-2021,East,38722.33,0.35,-1667.84,Bihar
ELEC03931,Ishan Patel,Audio & Headphones,Soundbars,Visakhapatnam,18-06-2021,South,27743.23,0.3,296.34,Andhra Pradesh
ELEC04054,Bhavna Ghosh,Televisions,Projectors,Chennai,18-06-2021,South,112541.83,0.2,-2665.8,Tamil Nadu
ELEC01514,Poonam Iyer,Cameras & Photography,Tripods,Jaipur,19-06-2021,North,30939.01,0.3,-3411.69,Rajasthan
ELEC04366,Bhavna Menon,Televisions,Projectors,Ahmedabad,19-06-2021,West,130347.86,0.4,-23488.17,Gujarat
ELEC01038,Rohit Shah,Wearables & Fitness,Fitness Bands,Nashik,19-06-2021,West,25472.75,0.25,3229.6,Maharashtra
ELEC04384,Om Patel,Televisions,Projectors,Vadodara,19-06-2021,West,158048.98,0.35,-15138.41,Gujarat
ELEC00940,Aditya Nair,Cameras & Photography,Mirrorless Cameras,Delhi,20-06-2021,North,59177.09,0.3,402.06,Delhi
ELEC00381,Arjun Sharma,Networking,Switches,Chandigarh,20-06-2021,North,18227.45,0.05,963.09,Punjab
ELEC02343,Vikram Singh,Audio & Headphones,Bluetooth Speakers,Mumbai,20-06-2021,West,43530.98,0.2,4792.56,Maharashtra
ELEC02718,Zara Nair,Laptops & Computers,Computer Peripherals,Nashik,21-06-2021,West,7856.15,0.25,98.92,Maharashtra
ELEC04415,Rajan Bose,Networking,Routers,Hyderabad,21-06-2021,South,12907.88,0.25,-651.24,Telangana
ELEC03935,Sanjay Pillai,Home Appliances,Refrigerators,Surat,22-06-2021,West,22507.16,0.4,-2484.65,Gujarat
ELEC04037,Ekta Verma,Gaming,Games & Software,Surat,22-06-2021,West,65744.4,0.15,4092.55,Gujarat
ELEC02492,Quamar Sharma,Audio & Headphones,Home Theatre,Pune,23-06-2021,West,27011.69,0.4,-3143.24,Maharashtra
ELEC02141,Kunal Malhotra,Mobiles & Tablets,Feature Phones,Thiruvananthapuram,24-06-2021,South,62656.81,0.25,-2749.49,Kerala
ELEC00451,Sakshi Das,Laptops & Computers,Storage Devices,Thiruvananthapuram,24-06-2021,South,113665.35,0.2,6833.71,Kerala
ELEC02576,Priya Das,Cameras & Photography,Action Cameras,Raipur,24-06-2021,Central,93037.1,0.2,-2211.83,Chhattisgarh
ELEC01368,Rajan Patel,Mobiles & Tablets,Tablets,Raipur,24-06-2021,Central,106348.36,0.0,5903.66,Chhattisgarh
ELEC01332,Priya Chauhan,Wearables & Fitness,Smartwatches,Bhopal,25-06-2021,Central,43978.36,0.15,4904.12,Madhya Pradesh
ELEC01653,Harini Nair,Audio & Headphones,Bluetooth Speakers,Kolkata,25-06-2021,East,18350.94,0.4,-1894.71,West Bengal
ELEC04910,Pooja Yadav,Cameras & Photography,Mirrorless Cameras,Gurgaon,26-06-2021,North,17275.24,0.05,1809.58,Haryana
ELEC02901,Dhruv Malhotra,Audio & Headphones,Home Theatre,Chennai,26-06-2021,South,29083.17,0.25,3648.37,Tamil Nadu
ELEC00037,Riya Joshi,Networking,Network Adapters,Bengaluru,27-06-2021,South,19890.25,0.15,2065.67,Karnataka
ELEC04301,Poonam Menon,Cameras & Photography,Tripods,Delhi,27-06-2021,North,64416.02,0.1,433.82,Delhi
ELEC03910,Uday Kapoor,Mobiles & Tablets,Mobile Accessories,Gurgaon,27-06-2021,North,87900.34,0.0,6253.91,Haryana
ELEC03604,Rahul Sharma,Televisions,Projectors,Guwahati,27-06-2021,East,71118.81,0.3,-5198.16,Assam
ELEC02333,Sneha Sharma,Wearables & Fitness,Wireless Earbuds,Jaipur,28-06-2021,North,24421.33,0.2,4081.08,Rajasthan
ELEC01157,Zara Pillai,Mobiles & Tablets,Smartphones,Bhubaneswar,28-06-2021,East,27695.0,0.0,2564.37,Odisha
ELEC04411,Harini Das,Televisions,OLED TVs,Bengaluru,29-06-2021,South,156434.04,0.3,-13128.96,Karnataka
ELEC01829,Vikram Nair,Home Appliances,Washing Machines,Patna,30-06-2021,East,68049.11,0.2,123.15,Bihar
ELEC04752,Mahesh Ghosh,Home Appliances,Washing Machines,Amritsar,30-06-2021,North,8588.01,0.4,-1270.91,Punjab
ELEC01956,Chirag Pillai,Cameras & Photography,Camera Lenses,Gurgaon,30-06-2021,North,41883.78,0.15,2887.04,Haryana
ELEC04390,Suresh Kumar,Audio & Headphones,Earphones,Bhubaneswar,30-06-2021,East,15414.15,0.3,208.44,Odisha
ELEC00913,Uday Das,Wearables & Fitness,Wireless Earbuds,Jaipur,30-06-2021,North,17296.26,0.05,3403.65,Rajasthan
ELEC01454,Nikhil Bose,Cameras & Photography,Action Cameras,Patna,01-07-2021,East,125097.1,0.2,9887.09,Bihar
ELEC03922,Kavya Patel,Wearables & Fitness,Smartwatches,Mysuru,02-07-2021,South,43684.66,0.2,4509.02,Karnataka
ELEC02119,Arjun Verma,Home Appliances,Refrigerators,Chennai,02-07-2021,South,42185.82,0.4,-7002.02,Tamil Nadu
ELEC02077,Ishaan Gupta,Televisions,Projectors,Mumbai,02-07-2021,West,60272.0,0.4,-8367.94,Maharashtra
ELEC03385,Amit Krishnan,Gaming,Gaming Peripherals,Patna,02-07-2021,East,48260.22,0.05,6708.71,Bihar
ELEC03452,Naina Rajan,Wearables & Fitness,Smart Glasses,Kochi,02-07-2021,South,30650.26,0.4,-3073.44,Kerala
ELEC04268,Vishal Kapoor,Televisions,OLED TVs,Chennai,02-07-2021,South,41065.95,0.15,-648.44,Tamil Nadu
ELEC02755,Gaurav Sharma,Laptops & Computers,Storage Devices,Noida,03-07-2021,North,10495.68,0.25,-340.78,Uttar Pradesh
ELEC00961,Sanvi Malhotra,Laptops & Computers,Monitors,Bhubaneswar,03-07-2021,East,62514.63,0.35,-5825.34,Odisha
ELEC03678,Rohit Joshi,Laptops & Computers,Laptops,Lucknow,03-07-2021,North,93511.82,0.35,-9008.92,Uttar Pradesh
ELEC01515,Pooja Verma,Home Appliances,Air Conditioners,Bhubaneswar,03-07-2021,East,24280.25,0.35,-2542.73,Odisha
ELEC04232,Jaya Rajan,Wearables & Fitness,Smart Glasses,Visakhapatnam,04-07-2021,South,2729.6,0.35,135.63,Andhra Pradesh
ELEC01572,Naina Menon,Home Appliances,Microwaves,Bengaluru,04-07-2021,South,12866.5,0.4,-1521.99,Karnataka
ELEC04121,Neha Krishnan,Audio & Headphones,Earphones,Noida,04-07-2021,North,19822.99,0.35,-797.54,Uttar Pradesh
ELEC02697,Tanvi Nair,Mobiles & Tablets,Tablets,Kolkata,05-07-2021,East,37141.31,0.05,1714.65,West Bengal
ELEC02782,Vishal Bose,Televisions,Projectors,Surat,05-07-2021,West,99186.71,0.0,14773.12,Gujarat
ELEC01031,Neha Sharma,Gaming,Games & Software,Lucknow,05-07-2021,North,6824.85,0.0,854.46,Uttar Pradesh
ELEC01314,Jaya Das,Gaming,Gaming Laptops,Bengaluru,06-07-2021,South,5811.95,0.0,1234.59,Karnataka
ELEC03553,Naina Rajan,Mobiles & Tablets,Feature Phones,Jaipur,07-07-2021,North,34882.83,0.1,2458.8,Rajasthan
ELEC03106,Gaurav Malhotra,Mobiles & Tablets,Mobile Accessories,Indore,07-07-2021,Central,76445.59,0.2,1674.88,Madhya Pradesh
ELEC03239,Suresh Pillai,Home Appliances,Washing Machines,Bhopal,08-07-2021,Central,18792.74,0.25,-1490.21,Madhya Pradesh
ELEC04206,Suresh Mehta,Laptops & Computers,Computer Peripherals,Mumbai,08-07-2021,West,165582.24,0.05,19415.2,Maharashtra
ELEC03991,Nikhil Mishra,Networking,Switches,Lucknow,09-07-2021,North,15996.89,0.35,-350.12,Uttar Pradesh
ELEC02947,Kiran Mehta,Networking,Network Adapters,Patna,09-07-2021,East,564.69,0.25,-17.62,Bihar
ELEC04397,Siddharth Reddy,Cameras & Photography,Mirrorless Cameras,Indore,10-07-2021,Central,161376.91,0.15,20794.63,Madhya Pradesh
ELEC00260,Bhavna Tiwari,Gaming,Gaming Laptops,Ranchi,10-07-2021,East,11389.95,0.4,-1556.08,Jharkhand
ELEC01136,Geeta Mehta,Audio & Headphones,Home Theatre,Bengaluru,10-07-2021,South,12130.18,0.2,913.21,Karnataka
ELEC02825,Riya Rajan,Networking,Modems,Jaipur,10-07-2021,North,22354.95,0.1,924.25,Rajasthan
ELEC02347,Ishaan Gupta,Networking,Routers,Kochi,10-07-2021,South,14120.81,0.35,164.73,Kerala
ELEC02756,Tejas Tiwari,Cameras & Photography,DSLR Cameras,Guwahati,11-07-2021,East,3514.24,0.35,-139.46,Assam
ELEC04080,Aryan Reddy,Networking,Network Adapters,Chandigarh,12-07-2021,North,10903.72,0.3,-133.51,Punjab
ELEC00781,Harini Rajan,Laptops & Computers,Storage Devices,Pune,12-07-2021,West,82345.86,0.3,-3164.32,Maharashtra
ELEC04831,Siddharth Verma,Televisions,Projectors,Indore,13-07-2021,Central,138384.5,0.15,1129.32,Madhya Pradesh
ELEC01085,Vikram Iyer,Wearables & Fitness,Wireless Earbuds,Lucknow,13-07-2021,North,18373.05,0.3,-119.38,Uttar Pradesh
ELEC01205,Rohit Pillai,Networking,Modems,Bhubaneswar,13-07-2021,East,2010.2,0.05,224.5,Odisha
ELEC04184,Siddharth Menon,Wearables & Fitness,Smart Glasses,Noida,14-07-2021,North,14822.48,0.4,-1152.59,Uttar Pradesh
ELEC03311,Poonam Verma,Audio & Headphones,Bluetooth Speakers,Ranchi,14-07-2021,East,8554.78,0.2,534.3,Jharkhand
ELEC02344,Kunal Nair,Laptops & Computers,Computer Peripherals,Ahmedabad,14-07-2021,West,62675.99,0.0,11341.61,Gujarat
ELEC01965,Sakshi Banerjee,Wearables & Fitness,Fitness Bands,Patna,15-07-2021,East,37022.23,0.15,1983.86,Bihar
ELEC04613,Naina Verma,Gaming,Games & Software,Indore,15-07-2021,Central,30498.72,0.35,-257.95,Madhya Pradesh
ELEC03203,Shruti Gupta,Gaming,Gaming Consoles,Hyderabad,15-07-2021,South,24110.18,0.2,-381.6,Telangana
ELEC04890,Om Rajan,Laptops & Computers,Storage Devices,Coimbatore,15-07-2021,South,17802.83,0.05,622.56,Tamil Nadu
ELEC04479,Siddharth Nair,Wearables & Fitness,Smart Glasses,Amritsar,16-07-2021,North,24263.24,0.1,4502.92,Punjab
ELEC03906,Chirag Rao,Cameras & Photography,Camera Lenses,Jaipur,16-07-2021,North,6864.49,0.25,-163.02,Rajasthan
ELEC00773,Farhan Reddy,Laptops & Computers,Desktops,Hyderabad,17-07-2021,South,75970.02,0.2,-2445.65,Telangana
ELEC00464,Lalita Shah,Mobiles & Tablets,Feature Phones,Visakhapatnam,17-07-2021,South,26023.74,0.2,514.85,Andhra Pradesh
ELEC02146,Nikhil Kapoor,Audio & Headphones,Headphones,Vadodara,17-07-2021,West,21907.04,0.4,-2857.19,Gujarat
ELEC04684,Aryan Ghosh,Cameras & Photography,Action Cameras,Visakhapatnam,17-07-2021,South,103116.87,0.3,694.7,Andhra Pradesh
ELEC00413,Meera Kumar,Wearables & Fitness,Wireless Earbuds,Ranchi,17-07-2021,East,1813.75,0.3,-82.41,Jharkhand
ELEC00284,Sakshi Singh,Networking,Modems,Chennai,18-07-2021,South,11502.51,0.15,368.97,Tamil Nadu
ELEC00687,Nikhil Bose,Mobiles & Tablets,Tablets,Vadodara,18-07-2021,West,62298.32,0.25,-1399.7,Gujarat
ELEC03893,Rahul Pillai,Audio & Headphones,Headphones,Ahmedabad,18-07-2021,West,22667.27,0.35,-556.69,Gujarat
ELEC02963,Zara Reddy,Wearables & Fitness,Smartwatches,Kolkata,18-07-2021,East,10954.9,0.35,-98.18,West Bengal
ELEC01212,Vishal Nair,Gaming,Gaming Laptops,Bengaluru,18-07-2021,South,30050.16,0.25,1134.54,Karnataka
ELEC02285,Divya Singh,Gaming,Gaming Consoles,Surat,18-07-2021,West,59581.67,0.15,7449.0,Gujarat
ELEC00043,Sneha Krishnan,Cameras & Photography,Tripods,Bhubaneswar,20-07-2021,East,98473.57,0.0,7362.65,Odisha
ELEC00739,Manish Nair,Mobiles & Tablets,Tablets,Jaipur,20-07-2021,North,66083.72,0.15,-335.49,Rajasthan
ELEC03676,Lalita Kapoor,Audio & Headphones,Home Theatre,Lucknow,20-07-2021,North,27359.09,0.35,-2054.46,Uttar Pradesh
ELEC03843,Vaishnavi Joshi,Televisions,Smart TVs,Delhi,21-07-2021,North,190179.52,0.15,-9059.53,Delhi
ELEC00788,Poonam Patel,Cameras & Photography,Camera Lenses,Chennai,21-07-2021,South,104179.48,0.25,-5086.68,Tamil Nadu
ELEC04351,Sanvi Patel,Cameras & Photography,Mirrorless Cameras,Gurgaon,22-07-2021,North,2140.2,0.05,69.42,Haryana
ELEC02952,Ananya Krishnan,Wearables & Fitness,Fitness Bands,Pune,22-07-2021,West,34929.52,0.2,559.3,Maharashtra
ELEC01940,Ananya Mishra,Wearables & Fitness,Smartwatches,Mumbai,22-07-2021,West,28197.58,0.1,5486.79,Maharashtra
ELEC04930,Rahul Patel,Gaming,Gaming Peripherals,Visakhapatnam,23-07-2021,South,15588.64,0.0,2549.88,Andhra Pradesh
ELEC04620,Naina Mishra,Home Appliances,Refrigerators,Thiruvananthapuram,23-07-2021,South,45073.41,0.2,81.94,Kerala
ELEC00003,Suresh Yadav,Mobiles & Tablets,Feature Phones,Visakhapatnam,23-07-2021,South,52064.57,0.4,-7355.02,Andhra Pradesh
ELEC01358,Deepika Ghosh,Laptops & Computers,Computer Peripherals,Kochi,23-07-2021,South,48264.4,0.15,1886.62,Kerala
ELEC03251,Riya Shah,Televisions,LED TVs,Bhopal,23-07-2021,Central,128224.41,0.35,-15691.68,Madhya Pradesh
ELEC01527,Siddharth Ghosh,Gaming,Games & Software,Gurgaon,24-07-2021,North,25573.55,0.05,1676.61,Haryana
ELEC04130,Aarav Nair,Gaming,Gaming Laptops,Kolkata,24-07-2021,East,35969.84,0.25,-1049.67,West Bengal
ELEC02178,Farhan Shah,Mobiles & Tablets,Smartphones,Lucknow,25-07-2021,North,79523.63,0.3,-5257.01,Uttar Pradesh
ELEC00824,Tejas Kapoor,Wearables & Fitness,Wireless Earbuds,Nagpur,25-07-2021,West,40424.82,0.15,5187.16,Maharashtra
ELEC03529,Divya Gupta,Mobiles & Tablets,Tablets,Visakhapatnam,25-07-2021,South,19677.51,0.1,-100.28,Andhra Pradesh
ELEC00051,Arjun Pillai,Televisions,Smart TVs,Noida,25-07-2021,North,117171.64,0.3,-11788.47,Uttar Pradesh
ELEC01617,Siddharth Sinha,Audio & Headphones,Soundbars,Raipur,25-07-2021,Central,24854.06,0.25,1994.69,Chhattisgarh
ELEC00767,Om Pillai,Gaming,Gaming Consoles,Mysuru,26-07-2021,South,8186.96,0.4,-185.25,Karnataka
ELEC01000,Aarav Krishnan,Networking,Network Adapters,Bhubaneswar,26-07-2021,East,13633.5,0.25,1152.97,Odisha
ELEC01455,Farhan Malhotra,Networking,Routers,Lucknow,26-07-2021,North,1276.06,0.3,25.44,Uttar Pradesh
ELEC04404,Shalini Mishra,Cameras & Photography,Action Cameras,Visakhapatnam,26-07-2021,South,149336.13,0.15,6055.31,Andhra Pradesh
ELEC01037,Mahesh Ghosh,Laptops & Computers,Monitors,Mysuru,26-07-2021,South,22259.45,0.05,3218.15,Karnataka
ELEC02770,Lalita Pillai,Audio & Headphones,Earphones,Surat,26-07-2021,West,1430.91,0.2,33.26,Gujarat
ELEC03767,Aarav Banerjee,Wearables & Fitness,Wireless Earbuds,Guwahati,27-07-2021,East,18268.62,0.3,1672.34,Assam
ELEC01078,Geeta Menon,Networking,Network Adapters,Delhi,27-07-2021,North,14883.68,0.25,-416.46,Delhi
ELEC03524,Ekta Joshi,Laptops & Computers,Desktops,Surat,27-07-2021,West,90999.33,0.0,9782.0,Gujarat
ELEC03616,Ishan Sharma,Laptops & Computers,Storage Devices,Thiruvananthapuram,28-07-2021,South,82997.48,0.3,-4426.4,Kerala
ELEC02595,Bhavna Sinha,Televisions,LED TVs,Surat,28-07-2021,West,213463.39,0.1,-119.87,Gujarat
ELEC00312,Arjun Chauhan,Mobiles & Tablets,Feature Phones,Thiruvananthapuram,28-07-2021,South,18028.27,0.35,-2380.57,Kerala
ELEC01857,Vaishnavi Menon,Televisions,LED TVs,Noida,28-07-2021,North,130689.35,0.25,-4435.0,Uttar Pradesh
ELEC03595,Rajan Chauhan,Audio & Headphones,Earphones,Bengaluru,30-07-2021,South,39716.33,0.3,-2258.81,Karnataka
ELEC04973,Kiran Yadav,Cameras & Photography,Mirrorless Cameras,Noida,31-07-2021,North,59444.73,0.35,-6546.07,Uttar Pradesh
ELEC02856,Quamar Kumar,Televisions,LED TVs,Delhi,31-07-2021,North,10968.13,0.4,-1184.32,Delhi
ELEC01799,Harini Banerjee,Networking,Routers,Mysuru,01-08-2021,South,640.21,0.35,18.77,Karnataka
ELEC00466,Ekta Sinha,Wearables & Fitness,Smartwatches,Visakhapatnam,01-08-2021,South,1046.84,0.25,65.21,Andhra Pradesh
ELEC02018,Mahesh Patel,Laptops & Computers,Desktops,Mysuru,01-08-2021,South,17238.01,0.35,-2432.0,Karnataka
ELEC04875,Uday Sharma,Mobiles & Tablets,Tablets,Vadodara,02-08-2021,West,9591.99,0.25,-774.84,Gujarat
ELEC04590,Deepika Shah,Audio & Headphones,Headphones,Jaipur,02-08-2021,North,5141.45,0.05,918.39,Rajasthan
ELEC03262,Shruti Sharma,Mobiles & Tablets,Smartphones,Delhi,02-08-2021,North,71577.08,0.4,-13402.11,Delhi
